[(1.0, 2.0, 3.0), (1.0, 2.0, 4.0)]
[(1.0, 2.0), (1.0, 3.0)]
        - Testing with features [ 1 17 18] | Accuracy: %70.6
        - Testing with features [ 1 17 19] | Accuracy: %67.2
        - Testing with features [ 1 17 20] | Accuracy: %70.5
        - Testing with features [ 1 17 21] | Accuracy: %67.1
        - Testing with features [ 1 17 22] | Accuracy: %67.5
        - Testing with features [ 1 17 23] | Accuracy: %69.4
        - Testing with features [ 1 17 24] | Accuracy: %71.0
        - Testing with features [ 1 17 25] | Accuracy: %68.3
        - Testing with features [ 1 17 26] | Accuracy: %67.9
        - Testing with features [ 1 17 27] | Accuracy: %68.0
        - Testing with features [ 1 17 28] | Accuracy: %67.8
        - Testing with features [ 1 17 29] | Accuracy: %69.9
        - Testing with features [ 1 17 30] | Accuracy: %70.3
        - Testing with features [ 1 17 31] | Accuracy: %70.2
        - Testing with features [ 1 17 32] | Accuracy: %66.9
        - Testing with features [ 1 17 33] | Accuracy: %70.6
        - Testing with features [ 1 17 34] | Accuracy: %68.4
        - Testing with features [ 1 17 35] | Accuracy: %69.1
        - Testing with features [ 1 17 36] | Accuracy: %69.4
        - Testing with features [ 1 17 37] | Accuracy: %69.1
        - Testing with features [ 1 17 38] | Accuracy: %68.1
        - Testing with features [ 1 17 39] | Accuracy: %67.0
